,site_reference_number,facility_id,hvac_system_id,heating_system_type,heating_system_type_other,primary_heat_fuel,aux_heat,electric_resistance_heat_type,total_hvac_heating_capacity_kbtu,facility_heating_capacity_fraction,facility_heating_capacity_rank,regional_heated_sqft_represented,total_hvac_cooling_capacity_kbtu,facility_cooling_capacity_fraction,facility_cooling_capacity_rank,regional_cooled_sqft_represented,cooling_system_type,cooling_system_type_other,hydronic_heating,hydronic_cooling,hydronic_heating_or_cooling,avg_hours_per_week,airflow_capacity,system_primary_heat,system_primary_cool,primary_ventilation_source,num_identical_units,system_age_years,type_manufacturer,type_model,zone_type,heat_pump_type,component_vent_other,fan_supply_vfd,fan_supply_hp,fan,total_return_exhaust_fan_hp,supply_control_method,ventilation_outside_air,ventilation_exhaust,controls_comm_types,heat_cool_vent,component_heat_exchange,boiler_fuel_type,chiller_type,primary_building_type_facility,detailed_econ,total_building_area,urban_rural,year_constructed,sample_weight_hvac,regional_site_sqft_represented,regional_site_conditioned_sqft_represented
54,10100,3839,10417,AHU with DX cooling and combustion heating,,NG,,,7.4,0.334841,2.0,88027.04867999999,0.0,0.0,3.0,0.0,AHU with DX cooling and combustion heating,,0,0,0,168.0,2000.0,Primary,Primary,0,1.0,19.0,Carrier ,24acr360,Single Zone,,,0.0,0.75,"Condenser,Supply",0.0,None,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,36076,Urban,2000,1.0,407178.1281,262892.0851
55,10100,3839,10418,AHU with DX cooling and combustion heating,,NG,,,14.7,0.665158,1.0,174864.7736,0.0,0.0,2.0,0.0,AHU with DX cooling and combustion heating,,0,0,0,168.0,1160.0,Primary,Primary,0,3.0,19.0,Carrier ,24acr363,Single Zone,,,0.0,0.3,"Condenser,Supply",0.0,None,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,36076,Urban,2000,1.0,407178.1281,262892.0851
56,10100,3839,10419,Packaged Terminal AC (PTAC) w/heat,,Electricity,,Electric Resistance Heating,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,Packaged Terminal AC (PTAC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,43.0,19.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,36076,Urban,2000,1.0,407178.1281,262892.0851
57,10100,3839,10420,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,1.0,19.0,Markel,E4002ta,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,36076,Urban,2000,1.0,407178.1281,262892.0851
58,10100,3839,10421,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ductless Mini-Split AC,,0,0,0,168.0,265.0,,Primary,0,1.0,19.0,Trane,Ttk509,Single Zone,,,0.0,0.024,"Condenser,Supply",0.0,None,,,,C,,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,36076,Urban,2000,1.0,407178.1281,262892.0851
59,10100,4044,10422,AHU with DX cooling and combustion heating,,NG,,,400.0,1.0,1.0,72143.02148,192.0,1.0,1.0,72143.02148,AHU with DX cooling and combustion heating,,0,0,0,168.0,1600.0,Primary,Primary,0,4.0,19.0,Trane,Ttb048,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Residential Care,Residential Care - Assisted Living,19800,Urban,2000,1.0,407178.1281,72143.02148
60,19160,3953,10582,Furnace,,Electricity,,Electric Resistance Heating,272.97136,1.0,1.0,14394558.61,0.0,0.0,0.0,0.0,,,0,0,0,60.0,3000.0,Primary,,0,4.0,43.0,TPI,21f2otci1,Single Zone,,,0.0,1.0,Supply,0.0,None,Fixed-position louvers,Fixed position passive louvers,,"HT,V",,Not Applicable,Not Applicable,Assembly,Assembly - Religious Assembly,23145,Rural,1976,1.0,14394558.61,14394558.61
61,19160,3953,10583,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Other,Evap cooler,0,0,0,60.0,0.0,,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,C,,Not Applicable,Not Applicable,Assembly,Assembly - Religious Assembly,23145,Rural,1976,1.0,14394558.61,14394558.61
62,11636,3874,10644,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,996.3,0.46668999999999994,1.0,2093463.314,648.0,0.291497,1.0,1307588.068,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,62.0,0.0,Primary,Primary,0,3.0,18.0,Carrier ,48dje012530,Single Zone,,,0.0,1.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,1.8,4485768.527,4485768.527
63,11636,3874,10645,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,19.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,9.333333332999999,4485768.527,4485768.527
64,11636,3874,10646,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,19.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,9.333333332999999,4485768.527,4485768.527
65,11636,3874,10647,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,63.69331700000001,0.029835000000000004,9.0,133832.904,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,9.333333332999999,4485768.527,4485768.527
66,11636,3874,10648,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,2.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
67,11636,3874,10649,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,4.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
68,11636,3874,10650,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,3.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
69,11636,3874,10651,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,7.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
70,11636,3874,10652,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,2.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
71,11636,3874,10653,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,3.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
72,11636,3874,10654,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,4.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
73,11636,3874,10655,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,5.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
74,11636,3874,10656,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,6.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
75,11636,3874,10657,,,,,,0.0,0.0,0.0,0.0,225.0,0.101214,8.0,454022.5757,Room AC (RAC),,0,0,0,62.0,0.0,,Primary,0,1.0,2.0,GE,AKCQ10ACA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
76,11636,3874,10658,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,6.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
77,11636,3874,10659,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,7.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
78,11636,3874,10660,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,5.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
79,11636,3874,10661,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,153.54639,0.071924,8.0,322634.4155,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,2.0,19.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,38034,Urban,1906,22.5,4485768.527,4485768.527
80,58705,3813,10746,Radiant baseboard,,Electricity,,Electric Resistance Heating,13.648568,1.0,1.0,8460.395948000001,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,4.0,41.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Warehouse,Warehouse  - Warehouse/Distribution,6288,Urban,1978,1.0,110831.1869,8460.395948000001
81,18037,4071,10860,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Other,Swamp cooler,0,0,0,168.0,6500.0,,Primary,0,1.0,16.0,Champion cooler,6500dd/n66d,Single Zone,,,1.0,0.75,Supply,0.0,None,,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
82,18037,4071,10861,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Other,Swamp cooler,0,0,0,168.0,0.0,,Primary,0,1.0,16.0,Champion cooler,,Single Zone,,,1.0,1.0,Supply,0.0,None,,Another system controls exhaust air,,"C,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
83,18037,4071,10862,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,100.0,0.31172,1.0,36337.93256,88.033264,0.388287,1.0,45263.52759,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,11.0,Bryant,580fpv091125aa--,Single Zone,,,0.0,2.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
84,18037,4071,10863,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,93.0,0.2899,2.0,33794.32391,58.688842,0.258858,2.0,30175.685060000003,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,7.0,Bryant,580jp06a115a2a0aaa,Single Zone,,,0.0,2.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
85,18037,4071,10864,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,72.6,0.226309,3.0,26381.37168,36.0,0.15878399999999998,4.0,18509.82383,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,17.0,Carrier,48gs-036090511--,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
86,18037,4071,10865,Ductless Mini-Split HP,,Electricity,,,55.2,0.172069,4.0,20058.48748,44.0,0.19407,3.0,22623.19573,Ductless Mini-Split HP,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,9.0,Fujitsu,Aou24rlxfw,Single Zone,Ductless Mini-Split HP,,2.0,0.25,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,4251,Urban,1989,1.0,116572.3488,116572.3488
87,16167,4072,10866,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,160.0,1.0,1.0,944490.464,72.0,1.0,1.0,944490.464,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,14.0,0.0,Primary,Primary,0,2.0,25.0,Rheem,Rrgg-10e36jkr,Single Zone,,,0.0,0.33,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto/Boat Dealer/ Showrm,5760,Urban,1946,1.0,1006524.5279999999,944490.464
88,16167,4072,10867,Suspended Unitary Heater,,Oil,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,14.0,0.0,Primary,,0,1.0,28.0,Shenandoah,235,Single Zone,,,0.0,0.5,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto/Boat Dealer/ Showrm,5760,Urban,1946,1.0,1006524.5279999999,944490.464
89,19675,4095,10934,Packaged Terminal HP (PTHP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,68.0,1.0,1.0,179054.615,72.0,1.0,1.0,179054.615,Packaged Terminal HP (PTHP),,0,0,0,0.0,1100.0,Primary,Primary,0,2.0,29.0,Bard,Wh361-a10e,Single Zone,Packaged Terminal HP (PTHP),,0.0,0.33,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,School,School - Elementary School,1830,Urban,1990,1.0,2141023.544,179054.615
90,19675,4096,10935,Cabinet-style fan coil unit,,Electricity,,Electric Resistance Heating,709.725536,1.0,1.0,1762171.375,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,Primary,,0,26.0,42.0,Herman Nelson,SPJGA,Single Zone,,,0.0,0.125,Supply,0.0,None,Louvers (unknown if motorized/economizer),,,"HT,V",,Not Applicable,Not Applicable,School,School - Elementary School,36444,Urban,1977,1.0,2141023.544,1762171.375
91,19675,4096,10936,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,8.0,42.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,School,School - Elementary School,36444,Urban,1977,1.0,2141023.544,1762171.375
92,19675,4097,10937,Packaged Terminal HP (PTHP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,68.0,1.0,1.0,179054.615,72.0,1.0,1.0,179054.615,Packaged Terminal HP (PTHP),,0,0,0,0.0,1100.0,Primary,Primary,0,2.0,29.0,Bard,WH361-A10E,Single Zone,Packaged Terminal HP (PTHP),,0.0,0.33,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,School,School - Elementary School,1830,Urban,1990,1.0,2141023.544,179054.615
93,22054,4109,10972,VRF Heat Pump,,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,18.1,1.0,1.0,829953.1388,13.6,1.0,1.0,829953.1388,VRF Heat Pump,,0,0,0,50.0,700.0,Primary,Primary,0,1.0,7.0,Mitsubishi,MXZ-2C20N,Single Zone,VRF Heat Pump,,2.0,0.5,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Office,Office - Sales Office,1500,Rural,1940,1.0,829953.1388,829953.1388
94,17633,4143,11095,Furnace,,NG,,,163.8,1.0,1.0,472347.1265,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,2.0,0.0,Reznor,Xl105-3,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,5124,Urban,1987,1.0,472347.1265,472347.1265
95,17633,4143,11096,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,5124,Urban,1987,1.0,472347.1265,472347.1265
96,14796,4169,11220,AHU with DX cooling and combustion heating,,NG,,,108.0,1.0,1.0,1001792.3409999999,54.4,1.0,1.0,1001792.3409999999,AHU with DX cooling and combustion heating,,0,0,0,44.0,1225.0,Primary,Primary,0,2.0,9.0,Carrier ,24ABB330A310,Single Zone,,,1.0,0.5,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Office,Office - Medical Office,4059,Urban,1974,1.0,1001792.3409999999,1001792.3409999999
97,14796,4169,11221,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,44.0,0.0,,,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,,Fixed-position louvers,,,V,,Not Applicable,Not Applicable,Office,Office - Medical Office,4059,Urban,1974,1.0,1001792.3409999999,1001792.3409999999
98,21943,4198,11279,AHU with DX cooling and combustion heating,,NG,,,124.0,1.0,1.0,67953.24218,60.0,1.0,1.0,67953.24218,AHU with DX cooling and combustion heating,,0,0,0,40.0,2000.0,Primary,Primary,0,1.0,23.0,Carrier,38CKB060,Single Zone,,,0.0,0.75,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Veterinarian Office/Clinic,2520,Urban,1953,1.0,67953.24218,67953.24218
99,19030,4227,11393,AHU with DX cooling and combustion heating,,NG,,,80.0,1.0,1.0,1093937.379,60.0,1.0,1.0,1093937.379,AHU with DX cooling and combustion heating,,0,0,0,45.0,2000.0,Primary,Primary,0,1.0,9.0,Goodman,Gsc130601db,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Louvers (unknown if motorized/economizer),Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Office,1950,Urban,2010,1.0,1140736.8390000002,1093937.379
100,53364,4254,11478,Other,Split System Heat Pump,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,6.824284,0.5714279999999999,1.0,1862531.7030000002,48.0,1.0,1.0,3259433.7410000004,Other,Split System Heat Pump,0,0,0,42.0,1750.0,Primary,Primary,0,1.0,9.0,Carrier,FV4CNB006T00AAAA,Single Zone,,,1.0,0.75,"Condenser,Supply",0.0,None,,,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Studio/Gallery,8000,Rural,1946,1.0,3259433.7410000004,3259433.7410000004
101,53364,4254,11479,Other,Mobile elec heater,Electricity,,Electric Resistance Heating,5.118213,0.428571,2.0,1396898.7780000002,0.0,0.0,0.0,0.0,,,0,0,0,42.0,0.0,Supplemental,,0,1.0,0.0,Duracraft,CZ-600,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Studio/Gallery,8000,Rural,1946,1.0,3259433.7410000004,3259433.7410000004
102,17767,4266,11526,AHU with DX cooling and combustion heating,,NG,,,112.0,0.46666599999999997,2.0,865753.9358,48.0,1.0,1.0,1855189.656,AHU with DX cooling and combustion heating,,0,0,0,168.0,1600.0,Primary,Primary,0,1.0,15.0,Carrier,38tza048,Single Zone,,,0.0,1.0,"Condenser,Supply",0.0,None,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Other,3600,Urban,1985,1.0,1855189.656,1855189.656
103,17767,4266,11527,Furnace,,NG,,,128.0,0.533333,1.0,989433.8646,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,15.0,Dravo,Gf-160xe,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Other,3600,Urban,1985,1.0,1855189.656,1855189.656
104,17120,4286,11604,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,123.2,0.28166399999999997,1.0,760871.7311,84.0,0.25,2.0,675336.3326,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,19.0,Lennox,Lga042hs1y,Single Zone,,,0.0,1.5,"Condenser,Exhaust,Supply",0.5,None,Fixed-position louvers,Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Other,Other - Fire Station,14950,Rural,1969,1.0,5541600.102999999,2701345.33
105,17120,4286,11605,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,61.6,0.14083199999999998,5.0,380435.8656,48.0,0.14285699999999998,4.0,385906.0899,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,19.0,Lennox,Lga048hh1y,Single Zone,,,0.0,1.5,"Condenser,Exhaust,Supply",0.5,None,Fixed-position louvers,Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Other,Other - Fire Station,14950,Rural,1969,1.0,5541600.102999999,2701345.33
106,17120,4286,11606,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,61.6,0.14083199999999998,4.0,380435.8656,60.0,0.178571,3.0,482381.93700000003,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,19.0,Lennox,Lga060hh1y,Single Zone,,,0.0,1.5,"Condenser,Exhaust,Supply",0.5,None,Fixed-position louvers,Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Other,Other - Fire Station,14950,Rural,1969,1.0,5541600.102999999,2701345.33
107,17120,4286,11607,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,98.0,0.22405100000000003,2.0,605239.1226,96.0,0.28571399999999997,1.0,771812.1797,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,2.0,Carrier,48VL-c2406030,Single Zone,,,0.0,0.5,"Condenser,Exhaust,Supply",0.08,None,Fixed-position louvers,Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Other,Other - Fire Station,14950,Rural,1969,1.0,5541600.102999999,2701345.33
